"name","review","clean_review","word_count","sentiment_score","sentiment_category"
"Call of Duty: Modern Warfare II","The game started very well but became worse over time, the only thing that is still fun is the zombie mode!","the game started very well but became worse over time the only thing that is still fun is the zombie mode",21,0.476190476190476,"Positive"
"Call of Duty: Modern Warfare II","terrible hacking problem.  Games not even fun anymore probably wont be getting BO7","terrible hacking problem games not even fun anymore probably wont be getting bo",13,-0.769230769230769,"Negative"
"Call of Duty: Modern Warfare II","Pretty much bloatware at this point. Selling proper main-line entries as DLC, really?! Goes without saying that the crossover, kiddie ""Fortnite-ification"" of the series (and scummy monetization DLC overload) is massively stupid and tone-breaking. Black Ops 6 is massively overpriced, doesn't run well, and is filled w/ sweats, hackers, and is generally un-fun to play when you constantly get 360 no-scoped dolphin-dived w/ the new movement system. MW3 (Reboot) was so on-rails w/ horrendous pacing & dialogue that I couldn't even finish it. If you want to play a Call of Duty, I'd suggest Call of Duty 2, World at War, Black Ops 1, Black Ops 2, and maybe Modern Warfare (2019). The rest I either haven't played or are straight-up terrible.","pretty much bloatware at this point selling proper main line entries as dlc really goes without saying that the crossover kiddie fortnite ification of the series and scummy monetization dlc overload is massively stupid and tone breaking black ops is massively overpriced doesn't run well and is filled w sweats hackers and is generally un fun to play when you constantly get no scoped dolphin dived w the new movement system mw reboot was so on rails w horrendous pacing dialogue that i couldn't even finish it if you want to play a call of duty i'd suggest call of duty world at war black ops black ops and maybe modern warfare the rest i either haven't played or are straight up terrible",123,-0.56910569105691,"Negative"
"Call of Duty: Modern Warfare II","Fierce CoD hater since Warzone. my heart goes fully towards cookie clicker. way more entertaining","fierce cod hater since warzone my heart goes fully towards cookie clicker way more entertaining",15,-0.666666666666667,"Negative"
"Call of Duty: Modern Warfare II","the fact that people are butt hurt and are reporting things that are not in guidlines and that person gets banned is bullshit. yall need to be fixing this bullshit. like i told someone to fuck off, and they so butt hurt that i got banned but they can littarally say shit like dick and being racist to others, the fact that this is why people leave this and dont buy any more and the fact that people hate this and want to play battlfeild is crazy. bring back the trash talk, like come on, dont let the fucking kids on the game and mother fuckers wont have to be pissed off and leaving. for fuck sake get thefucking game right.
","the fact that people are butt hurt and are reporting things that are not in guidlines and that person gets banned is bullshit yall need to be fixing this bullshit like i told someone to fuck off and they so butt hurt that i got banned but they can littarally say shit like dick and being racist to others the fact that this is why people leave this and dont buy any more and the fact that people hate this and want to play battlfeild is crazy bring back the trash talk like come on dont let the fucking kids on the game and mother fuckers wont have to be pissed off and leaving for fuck sake get thefucking game right",121,-3.1404958677686,"Negative"
"Call of Duty: Modern Warfare II","This is actually the worse game ever ""developed"" for PC.","this is actually the worse game ever developed for pc",10,-3,"Negative"
"Call of Duty: Modern Warfare II","If your a fan of ruining your hopes and dreams for the future, this is the game for you. Its like a love hate relationship if love was blind and hate was stabbing you in the kidney's over and over again...

10/10","if your a fan of ruining your hopes and dreams for the future this is the game for you its like a love hate relationship if love was blind and hate was stabbing you in the kidney's over and over again",41,1.21951219512195,"Positive"
"Call of Duty: Modern Warfare II","Dumbass stupid ass fuck ass cod every man slop. only bought for the zombies and yet the downloads of pay-for content and filth have kept my slow net having ass from playing even a smidge of zombies. fucking disgrace that it links to last cod and you cant return this shit ball. good riddance cod","dumbass stupid ass fuck ass cod every man slop only bought for the zombies and yet the downloads of pay for content and filth have kept my slow net having ass from playing even a smidge of zombies fucking disgrace that it links to last cod and you cant return this shit ball good riddance cod",56,-4.10714285714286,"Negative"
"Call of Duty: Modern Warfare II","Thought I'd hop back on the game despite reading the shocking reviews.
Safe to say they were true. Tried playing warzone only to get some sweat going full hardcore mode on me then after seeing the killcam his sights lock straight onto my head!

Honestly its full of hackers, cheaters and scum. Fix this COD. Your history of game-making means you should be better than this.","thought i'd hop back on the game despite reading the shocking reviews safe to say they were true tried playing warzone only to get some sweat going full hardcore mode on me then after seeing the killcam his sights lock straight onto my head honestly its full of hackers cheaters and scum fix this cod your history of game making means you should be better than this",67,-0.298507462686567,"Negative"
"Call of Duty: Modern Warfare II","verry good game its fun playing it","verry good game its fun playing it",7,5,"Positive"
"Call of Duty: Modern Warfare II","Fun game to play with friends.","fun game to play with friends",6,5,"Positive"
"Call of Duty: Modern Warfare II","absolute headiver much yes lad rate ts game beo","absolute headiver much yes lad rate ts game beo",9,1.11111111111111,"Positive"
"Call of Duty: Modern Warfare II","If you play anything other than campaign or zombies your existence will be miserable.","if you play anything other than campaign or zombies your existence will be miserable",14,-2.14285714285714,"Negative"
"Call of Duty: Modern Warfare II","Besides all the game politics. I think it is a High-Quality game and has a lot of replayability - if you want to grind. Always better with friends.","besides all the game politics i think it is a high quality game and has a lot of replayability if you want to grind always better with friends",28,1.78571428571429,"Positive"
"Call of Duty: Modern Warfare II"," VERY FUN SHOOTER GAME AND ADDICTING","very fun shooter game and addicting",6,5,"Positive"
"Call of Duty: Modern Warfare II","100 GB launcher you have to install before installing 150+ gbs of just 1 of the COD games is just moronic. The game already has been the same recycled crap for 20 years but now we have to reserve insane amounts of space for a launcher just to install a game that ALSO takes of an insane amount of space. I'd love to understand how a launcher is over 100gbs on its on then warzone(a battle royal with a few game modes and like 2 maps?) which is 150+ gbs.......which makes 0 sense as well. TF do you have in that crap that makes it larger than alot of other and better games. Like graphics are meh, mechanics are the same washed up mechanics weve always had, operators are pretty bland in detail, and maps are pretty bare with no destruction. Like how tf do other games do what you are attempting to do, better in almost every single way, especially in storage consumption? I only play this with my wife and teenagers because they love it, but I can't wait for them to experience BF6 when it launches so they can leave this garbage behind so I can also leave this garbage behind. Oh and plus screwing people that bought operators to not have them usable in the new one, simply because you got made fun of for you lack of realism is pretty sad but also hilarious. The game with the biggest community of trolls can't handle being trolled LMFAO Please show us how you don't conform under pressure more XD","gb launcher you have to install before installing gbs of just of the cod games is just moronic the game already has been the same recycled crap for years but now we have to reserve insane amounts of space for a launcher just to install a game that also takes of an insane amount of space i'd love to understand how a launcher is over gbs on its on then warzone a battle royal with a few game modes and like maps which is gbs which makes sense as well tf do you have in that crap that makes it larger than alot of other and better games like graphics are meh mechanics are the same washed up mechanics weve always had operators are pretty bland in detail and maps are pretty bare with no destruction like how tf do other games do what you are attempting to do better in almost every single way especially in storage consumption i only play this with my wife and teenagers because they love it but i can't wait for them to experience bf when it launches so they can leave this garbage behind so i can also leave this garbage behind oh and plus screwing people that bought operators to not have them usable in the new one simply because you got made fun of for you lack of realism is pretty sad but also hilarious the game with the biggest community of trolls can't handle being trolled lmfao please show us how you don't conform under pressure more xd",258,0.0775193798449612,"Positive"
"Call of Duty: Modern Warfare II","its good but the players are too good","its good but the players are too good",8,3.75,"Positive"
"Call of Duty: Modern Warfare II","it is awesome but not recommended for kids","it is awesome but not recommended for kids",8,5,"Positive"
"Call of Duty: Modern Warfare II","After downloading 100 Go you will be able to download some 200 more. GO play battelfield honnestly","after downloading go you will be able to download some more go play battelfield honnestly",15,0,"Neutral"
"Call of Duty: Modern Warfare II","Call of Duty franchise is now mostly a Fortnite-ish cartoonish joke. What used to be a serious and gruesome military game, now more resembles a paintball hall during haloween. 

That said, the weapons, sounds, effects, handling and graphics are good. Not as good as the Modern Warfare remaster (which was fantastic), but good enough.","call of duty franchise is now mostly a fortnite ish cartoonish joke what used to be a serious and gruesome military game now more resembles a paintball hall during haloween that said the weapons sounds effects handling and graphics are good not as good as the modern warfare remaster which was fantastic but good enough",55,0.727272727272727,"Positive"
"Call of Duty: Modern Warfare II","boy i did done got my little cuteass killed by butthead and beavis teamin with a teddy bear","boy i did done got my little cuteass killed by butthead and beavis teamin with a teddy bear",18,-1.66666666666667,"Negative"
"Call of Duty: Modern Warfare II","This game is just basically Fortnite with a different skin/theme. Pretty gay.","this game is just basically fortnite with a different skin theme pretty gay",13,0.769230769230769,"Positive"
"Call of Duty: Modern Warfare II","fuck this game master prestige tryna load up on pc and keeps crashing such a piece of shit gameeeeeeeeee","fuck this game master prestige tryna load up on pc and keeps crashing such a piece of shit gameeeeeeeeee",19,-4.21052631578947,"Negative"
"Call of Duty: Modern Warfare II","Play this game if u wanna break three monitors oh yea dont forget to always get shit on every 2 secs","play this game if u wanna break three monitors oh yea dont forget to always get shit on every secs",20,-2.5,"Negative"
"Call of Duty: Modern Warfare II","Wasted my time grinding bo6 just for them to release bo7 the very next year. They usually leave roughly 3-4 years like bo2-b04. Granted cold war came 2 years after bo4 but at least there was a year break. What happened to spanning the gap between games so people can actually enjoy it without realising what a waste of time it is to play","wasted my time grinding bo just for them to release bo the very next year they usually leave roughly years like bo b granted cold war came years after bo but at least there was a year break what happened to spanning the gap between games so people can actually enjoy it without realising what a waste of time it is to play",63,-0.158730158730159,"Negative"
"Call of Duty: Modern Warfare II","Made me install another game after 100gb","made me install another game after gb",7,0,"Neutral"
"Call of Duty: Modern Warfare II","Yea just remember Controller has aim-bot you just getting cooked only with PC","yea just remember controller has aim bot you just getting cooked only with pc",14,0,"Neutral"
"Call of Duty: Modern Warfare II","Since the new antivirus update is the only compatibility with linux through proton gone. thanks for stealing my money assholes.","since the new antivirus update is the only compatibility with linux through proton gone thanks for stealing my money assholes",20,0,"Neutral"
"Call of Duty: Modern Warfare II","its good but not 150gb good","its good but not gb good",6,5,"Positive"
"Call of Duty: Modern Warfare II","same problems just worse dont get this one or the next
","same problems just worse dont get this one or the next",11,-4.54545454545454,"Negative"
"Call of Duty: Modern Warfare II","reason 1. the game sucks and there is no such thing as addiction. I would fully say the game is shit and bad game play unless you have good friends other then that it, [to the developers you should give up and suck someone big gay dick have a merry fucking labor day].","reason the game sucks and there is no such thing as addiction i would fully say the game is shit and bad game play unless you have good friends other then that it to the developers you should give up and suck someone big gay dick have a merry fucking labor day",52,-2.88461538461538,"Negative"
"Call of Duty: Modern Warfare II","load into match
grab guns
die
land again
get loadout 
get sniped out
rage quit 
delete 
redownload 
10/10 would recommand","load into match grab guns die land again get loadout get sniped out rage quit delete redownload would recommand",19,-2.63157894736842,"Negative"
"Call of Duty: Modern Warfare II","Silksong costs the same as the nicki minaj skin","silksong costs the same as the nicki minaj skin",9,0,"Neutral"
"Call of Duty: Modern Warfare II","these games have gone to shit.","these games have gone to shit",6,-5,"Negative"
"Call of Duty: Modern Warfare II","One of the best games on earth.","one of the best games on earth",7,4.28571428571429,"Positive"
"Call of Duty: Modern Warfare II","they ruined the black ops franchise.","they ruined the black ops franchise",6,-3.33333333333333,"Negative"
"Call of Duty: Modern Warfare II","The animated skins get really annoying and the crazy amount of storage required but my personal opinion is its better then fortnite","the animated skins get really annoying and the crazy amount of storage required but my personal opinion is its better then fortnite",22,-0.909090909090909,"Negative"
"Call of Duty: Modern Warfare II","Just go play anything else please.","just go play anything else please",6,1.66666666666667,"Positive"
"Call of Duty: Modern Warfare II","783 r8uguoi3y2uyguoewygowihewqoihweqoihweiuheoipufh4poitohriputeoprtheiprwuthoihtrep erg tberpuipreiuhgpeuoi rr\\
\\\\


","r uguoi y uyguoewygowihewqoihweqoihweiuheoipufh poitohriputeoprtheiprwuthoihtrep erg tberpuipreiuhgpeuoi rr\\ \\\\",9,0,"Neutral"
"Call of Duty: Modern Warfare II","just let it go bruh stop releasing games every other week and focus on one game this is getting old 😩","just let it go bruh stop releasing games every other week and focus on one game this is getting old",20,-0.5,"Negative"
"Call of Duty: Modern Warfare II","aim assist
no input based matchmaking","aim assist no input based matchmaking",6,-1.66666666666667,"Negative"
"Call of Duty: Modern Warfare II","it sucks... steam wont let me download and its just too complicated, someone please tell me what im doing wrong.","it sucks steam wont let me download and its just too complicated someone please tell me what im doing wrong",20,-2,"Negative"
"Call of Duty: Modern Warfare II","can we can a finished game?
can we get Working anti cheat?
stop focusing on the voice chat police and get us a proper game before we leave on october 10th","can we can a finished game can we get working anti cheat stop focusing on the voice chat police and get us a proper game before we leave on october th",31,-1.93548387096774,"Negative"
"Call of Duty: Modern Warfare II","WHY THE ACTUAL FUCK IS THIS JUST A 200GB LAUNCHER","why the actual fuck is this just a gb launcher",10,-4,"Negative"
"Call of Duty: Modern Warfare II","no lag no delay very good and long sessions
","no lag no delay very good and long sessions",9,0,"Neutral"
"Call of Duty: Modern Warfare II","I had a whole paragraph typed out about why this game is bad, but then I realized it was pointless when I could just click the thumbs down button","i had a whole paragraph typed out about why this game is bad but then i realized it was pointless when i could just click the thumbs down button",29,-1.72413793103448,"Negative"
"Call of Duty: Modern Warfare II","znalazlem bron i postrzeliem jakies dziecko szybciej niz znalazlem leczenie dobra gra polecam","znalazlem bron i postrzeliem jakies dziecko szybciej niz znalazlem leczenie dobra gra polecam",13,0,"Neutral"
"Call of Duty: Modern Warfare II","No !! like No Customer support no help from no one , Butt they want to delete my account , I have send so many mails to all possible support line and no one reply or help so","no like no customer support no help from no one butt they want to delete my account i have send so many mails to all possible support line and no one reply or help so",35,1.71428571428571,"Positive"
"Call of Duty: Modern Warfare II","its a very competitive and fun game the realism is great","its a very competitive and fun game the realism is great",11,5,"Positive"
"Call of Duty: Modern Warfare II","as much flaws it has its still fun most of the time","as much flaws it has its still fun most of the time",12,1.66666666666667,"Positive"
"Call of Duty: Modern Warfare II","i had a lot of fun  and the new gun are a upgrade from cod 1 and 2","i had a lot of fun and the new gun are a upgrade from cod and",16,1.875,"Positive"
"Call of Duty: Modern Warfare II","It's fun with friends because i made a memori with my dead friend that i will never forget that moment we played the last time the last game it's a part of my life","it's fun with friends because i made a memori with my dead friend that i will never forget that moment we played the last time the last game it's a part of my life",34,0.294117647058824,"Positive"
"Call of Duty: Modern Warfare II","hardly any fun, gets boring fast, to many closet cheaters, cash cow game, an idiots delight mostly","hardly any fun gets boring fast to many closet cheaters cash cow game an idiots delight mostly",17,0.588235294117647,"Positive"
"Call of Duty: Modern Warfare II","A fast-paced cinematic shooter, can't expect less from this franchise","a fast paced cinematic shooter can't expect less from this franchise",11,0,"Neutral"
"Call of Duty: Modern Warfare II","worst game of cod in years! so many cheating losers and that ""anticheat"" this is the worlds biggest joke!i hope this dev team gets sued","worst game of cod in years so many cheating losers and that anticheat this is the worlds biggest joke i hope this dev team gets sued",26,-1.53846153846154,"Negative"
"Call of Duty: Modern Warfare II","This franchise used to be great but has gone to shit. It used to have serious themes and a dark, gritty tone. Now it is full of microtransactions and out of place skins, that have no place in a shooter. It is trying to be a fortnite clone. They constanlty push you to buy buy buy, be it the season pass, the delux season pass, the event passes... 

Don't waste your money","this franchise used to be great but has gone to shit it used to have serious themes and a dark gritty tone now it is full of microtransactions and out of place skins that have no place in a shooter it is trying to be a fortnite clone they constanlty push you to buy buy buy be it the season pass the delux season pass the event passes don't waste your money",72,-0.416666666666667,"Negative"
"Call of Duty: Modern Warfare II","Anticheat is garbage. Can never play the game normally wihtout cheaters. L COD","anticheat is garbage can never play the game normally wihtout cheaters l cod",13,-3.07692307692308,"Negative"
"Call of Duty: Modern Warfare II","I like Turtles. Blizzard is antifun.

The Blizzard you knew is dead. This company has been for a while, right now, this is just corpos parading the corpse around.
Remember Hearthstone Hong Kong Controvery of 2019? They banned this dude for a super small expression of support for the hong kong protests.
Remember Warcraft 3 Reforged? The game was straight garbage, riddled with technical issues, missing promised features and stuff the OG game had, even the diehard Blizzcon-attending fans hated that.
Remember Heroes of the Storm? They let the game die without supporting it, they didn't even have the decency to communicate with their pro scene.
Remember the Activision Blizzard Lawsuit of 2021? Blizzard was accused of “frat boy” culture that put female employees as the targets of sexual harrassment.
Remember the Blizzard Employee Walkout of 2021? They were demanding that CEO Bobby Kotick removed, it never happened.
Remember the Blizzard Resignations around Jeff Kaplan and Co-Head Jen Oneal? Nothing ever came from that.
Remember the Diablo Immortal Release of 2022? That piece of garbage pay2win mobile game
Remember Overwatch? Or is it Overwatch 2? Remember the promised Single player game mode? Instead, have a battle pass, a nice little pay wall to put heroes behind

I still like Turtles. Blizzard is still antifun.

Blizzard:
Long ago you told me: ""you think you do, but you don't"", Today I tell you, ""We know what we want, but you do not have the ability to deliver.""","i like turtles blizzard is antifun the blizzard you knew is dead this company has been for a while right now this is just corpos parading the corpse around remember hearthstone hong kong controvery of they banned this dude for a super small expression of support for the hong kong protests remember warcraft reforged the game was straight garbage riddled with technical issues missing promised features and stuff the og game had even the diehard blizzcon attending fans hated that remember heroes of the storm they let the game die without supporting it they didn't even have the decency to communicate with their pro scene remember the activision blizzard lawsuit of blizzard was accused of frat boy culture that put female employees as the targets of sexual harrassment remember the blizzard employee walkout of they were demanding that ceo bobby kotick removed it never happened remember the blizzard resignations around jeff kaplan and co head jen oneal nothing ever came from that remember the diablo immortal release of that piece of garbage pay win mobile game remember overwatch or is it overwatch remember the promised single player game mode instead have a battle pass a nice little pay wall to put heroes behind i still like turtles blizzard is still antifun blizzard long ago you told me you think you do but you don't today i tell you we know what we want but you do not have the ability to deliver",242,-0.0826446280991736,"Negative"
"Call of Duty: Modern Warfare II","downloaded to try to some warzone, locked behind some wall, no games are playable, used to be a fun game to play with friends, now not even worth the download time...","downloaded to try to some warzone locked behind some wall no games are playable used to be a fun game to play with friends now not even worth the download time",31,1.61290322580645,"Positive"
"Call of Duty: Modern Warfare II","call of duty used to be perfect to just hop on quick and play now even if its installed i will have to relaunch it like 3 times for ""updates"" then wait another 5-10 mins for shaders to load by the time i get it up and in working order that small itch to play cod is gone and i end up just playing something else. Also doesn't help when you go i wanna play mw2 o great i guess all the data i downloaded was JUST THE LAUNCHER AND WARZONE so now i get to fucking wait again for that game then wait for shaders again.... you spend more time downloading the game then playing","call of duty used to be perfect to just hop on quick and play now even if its installed i will have to relaunch it like times for updates then wait another mins for shaders to load by the time i get it up and in working order that small itch to play cod is gone and i end up just playing something else also doesn't help when you go i wanna play mw o great i guess all the data i downloaded was just the launcher and warzone so now i get to fucking wait again for that game then wait for shaders again you spend more time downloading the game then playing",114,0.526315789473684,"Positive"
"Call of Duty: Modern Warfare II","It has a lot of bugs, but it's still great.","it has a lot of bugs but it's still great",10,3,"Positive"
"Call of Duty: Modern Warfare II","Everyone knows how much of a disappointment this game is. Milking previous COD games and it's legacy characters, all while shitting and pissing on what ever was left is lazy. Basing games off nostalgia won't keep this franchise alive. Instead of putting in the time, effort and work, the dumb fucks at Activision are too busy making self inserts as GAY RETARDED UGLY WOMEN who actually don't resemble real women AT ALL. Not only is Activision run by a bunch of confused autistic drug addicted redditors but they can't put their totalled 2 brain cells together to create and establish a solid game identity. COD is not Fortnite, and it'll never be. 

I'll never forget how ShitVision invited and endorsed known cheaters; sucked them off, gave them hundreds of dollars of freebies and so much more all while forcing their shitty anti-cheat down regular players throats. BO6 is literally unplayable. My game has crashed so many times after season 5 because SUDDENLY it doesn't meet the ""required specs"". What sort of Chinese anti-cheat are they forcibly injecting into everyone's PC while they let their favourite unemployed loser streamers cheat with a cronus zen stuck up their asshole right in front of everyone to see. Don't support this dog shit game and its up and coming ""NEW releases"". 
If you're feeling Nostalgic, play the old COD games.","everyone knows how much of a disappointment this game is milking previous cod games and it's legacy characters all while shitting and pissing on what ever was left is lazy basing games off nostalgia won't keep this franchise alive instead of putting in the time effort and work the dumb fucks at activision are too busy making self inserts as gay retarded ugly women who actually don't resemble real women at all not only is activision run by a bunch of confused autistic drug addicted redditors but they can't put their totalled brain cells together to create and establish a solid game identity cod is not fortnite and it'll never be i'll never forget how shitvision invited and endorsed known cheaters sucked them off gave them hundreds of dollars of freebies and so much more all while forcing their shitty anti cheat down regular players throats bo is literally unplayable my game has crashed so many times after season because suddenly it doesn't meet the required specs what sort of chinese anti cheat are they forcibly injecting into everyone's pc while they let their favourite unemployed loser streamers cheat with a cronus zen stuck up their asshole right in front of everyone to see don't support this dog shit game and its up and coming new releases if you're feeling nostalgic play the old cod games",226,-1.3716814159292,"Negative"
"Call of Duty: Modern Warfare II","file size is more bloated than 65% of the people featured on ""my 600lb life""
gameplay is frustrating enough to make you sound like pewdiepie on a bridge.","file size is more bloated than of the people featured on my lb life gameplay is frustrating enough to make you sound like pewdiepie on a bridge",27,-0.37037037037037,"Negative"
"Call of Duty: Modern Warfare II","Game will not open, closes as soon as it says executing, which doesnt make sense because after checking the game files there isnt even a fucking .exe file, how is that even possible. make a decent game for once that isnt full of bugs. I have tried EVERYTHING to get it to work and my only option left is redownloading it on battle net and trying again, which I highly doubt will solve the problem.","game will not open closes as soon as it says executing which doesnt make sense because after checking the game files there isnt even a fucking exe file how is that even possible make a decent game for once that isnt full of bugs i have tried everything to get it to work and my only option left is redownloading it on battle net and trying again which i highly doubt will solve the problem",75,-0.933333333333333,"Negative"
"Call of Duty: Modern Warfare II","I play since World At War, I lost the interest and it's just repeat game play like Modern Warfare. The hype made this game overrated. I wish I can have my money back. :(","i play since world at war i lost the interest and it's just repeat game play like modern warfare the hype made this game overrated i wish i can have my money back",33,-0.909090909090909,"Negative"
"Call of Duty: Modern Warfare II","they shadow banned me for no reason","they shadow banned me for no reason",7,-4.28571428571429,"Negative"
"Call of Duty: Modern Warfare II","As a zombies enjoyer, been pretty fun, worth for zombies players imo","as a zombies enjoyer been pretty fun worth for zombies players imo",12,5,"Positive"
"Call of Duty: Modern Warfare II","Been out of CoD since Black ops 4.  It was losing it's identity even before then, but dang...  This is the most corporate product I've ever booted up.  There is absolutely no life left in CoD at this point.","been out of cod since black ops it was losing it's identity even before then but dang this is the most corporate product i've ever booted up there is absolutely no life left in cod at this point",38,-1.05263157894737,"Negative"
"Call of Duty: Modern Warfare II","Basically Only Play Zombies, A Good Step In The Right Direction, But Many Things Can Improve","basically only play zombies a good step in the right direction but many things can improve",16,3.125,"Positive"
"Call of Duty: Modern Warfare II","i install it and install warzone and i play it once and cant play it anymore 
","i install it and install warzone and i play it once and cant play it anymore",16,0,"Neutral"
"Call of Duty: Modern Warfare II","Its COD - Good game sure. Over produced. yes. Toxic. 100%. But it really gets thatearge to shoot someone in the face so I guess I rate Recommend","its cod good game sure over produced yes toxic but it really gets thatearge to shoot someone in the face so i guess i rate recommend",26,0.769230769230769,"Positive"
"Call of Duty: Modern Warfare II","I love the online game play personally, but my complaint is the quality of the software. This game hitches and crashes far more than anything else I play, and I play other games that tax my system just as hard. When it's working, game play is smooth but then it crashes. I've now had to uninstall and re-install the game just to get it to launch and just got into a few matches before it locked up and died again.","i love the online game play personally but my complaint is the quality of the software this game hitches and crashes far more than anything else i play and i play other games that tax my system just as hard when it's working game play is smooth but then it crashes i've now had to uninstall and re install the game just to get it to launch and just got into a few matches before it locked up and died again",81,-0.123456790123457,"Negative"
"Call of Duty: Modern Warfare II","5 dogshit cod games in a row? I wouldnt expect anything less from activision.
","dogshit cod games in a row i wouldnt expect anything less from activision",13,0,"Neutral"
"Call of Duty: Modern Warfare II","Love the action.  Can be challenging, but in a good way.,","love the action can be challenging but in a good way",11,5,"Positive"
"Call of Duty: Modern Warfare II","Runs like trash. Must be novice Devs working on this as it runs like a beta test. more spam ads than an infomercial channel. This game is trash and I would recommend black ops 2 before ever wasting your time and money on this jumbled mess of code they call a program.","runs like trash must be novice devs working on this as it runs like a beta test more spam ads than an infomercial channel this game is trash and i would recommend black ops before ever wasting your time and money on this jumbled mess of code they call a program",51,-0.392156862745098,"Negative"
"Call of Duty: Modern Warfare II","sooooo good 
, makes me jhappy everyhtire o oprenm ythe gsame 


","sooooo good makes me jhappy everyhtire o oprenm ythe gsame",10,3,"Positive"
"Call of Duty: Modern Warfare II","it is a good a game","it is a good a game",6,5,"Positive"
"Call of Duty: Modern Warfare II","100% wiped my computer, and still can't get this PoS past the connecting to server screen.","wiped my computer and still can't get this pos past the connecting to server screen",15,0,"Neutral"
"Call of Duty: Modern Warfare II","So, I see a lot of you guys writing some awful comments for this game and I wanted to try it, but it won't even launch for me and yet I have 2.5 hours of playtime. Does anyone know what is wrong? I have the required specs and it still just shows it's running but nothing happens, help!!","so i see a lot of you guys writing some awful comments for this game and i wanted to try it but it won't even launch for me and yet i have hours of playtime does anyone know what is wrong i have the required specs and it still just shows it's running but nothing happens help",57,-0.526315789473684,"Negative"
"Call of Duty: Modern Warfare II","pefer to play battlefield 6 for more fun and fairness","pefer to play battlefield for more fun and fairness",9,5,"Positive"
"Call of Duty: Modern Warfare II","i wanted to make this review cuz i've played 69.9 hours and im proud of that.","i wanted to make this review cuz i've played hours and im proud of that",15,1.33333333333333,"Positive"
"Call of Duty: Modern Warfare II","the lag and freezing can be bad sometimes but the game is good","the lag and freezing can be bad sometimes but the game is good",13,-0.769230769230769,"Negative"
"Call of Duty: Modern Warfare II","great Game if you want to rage every single game against cheaters.","great game if you want to rage every single game against cheaters",12,-0.833333333333333,"Negative"
"Call of Duty: Modern Warfare II","Load in, find out I have to install more then the 100+ gbs to get Warzone, wait for another 20 while playing BO6 Zombies
Warzone finishes installing
Load into Warzone match while being only lvl 9 and no PVP expeirence in game
ABSOLUTELY DIDDLED BY LVL 100+ players
get's to lvl 12 by end of match
stops playing for a week
goes back, plays Warzone again
GOES ENTIRE RESURGANCE GAME WITHOUT DYING AND 20 KILLS
people call cheats when I can clearly hear them sprinting above/below/around me in a building.
Goes next match
dies instantly with c4 bomb on my squads heli.","load in find out i have to install more then the gbs to get warzone wait for another while playing bo zombies warzone finishes installing load into warzone match while being only lvl and no pvp expeirence in game absolutely diddled by lvl players get's to lvl by end of match stops playing for a week goes back plays warzone again goes entire resurgance game without dying and kills people call cheats when i can clearly hear them sprinting above below around me in a building goes next match dies instantly with c bomb on my squads heli",98,-1.12244897959184,"Negative"
"Call of Duty: Modern Warfare II","Def not worth a single minute","def not worth a single minute",6,3.33333333333333,"Positive"
"Call of Duty: Modern Warfare II","Get this game if you wanna watch it crash and fail to start and get corrupted files.
","get this game if you wanna watch it crash and fail to start and get corrupted files",17,-4.11764705882353,"Negative"
"Call of Duty: Modern Warfare II","waste of money,100gb for only warzone, the menu looks like netflix menu, makes you sweat when you play 1 good match(sbmm is trash), guns name doesnt match, skins are trash 0/10.","waste of money gb for only warzone the menu looks like netflix menu makes you sweat when you play good match sbmm is trash guns name doesnt match skins are trash",31,1.29032258064516,"Positive"
"Call of Duty: Modern Warfare II","yes play the game i just got shadow banned tho lol","yes play the game i just got shadow banned tho lol",11,1.81818181818182,"Positive"
"Call of Duty: Modern Warfare II","Almost 200 hours on the game and id rather spend every second with my head shut in a oven","almost hours on the game and id rather spend every second with my head shut in a oven",18,0,"Neutral"
"Call of Duty: Modern Warfare II","uh very fun but annoying sometimes i got some free things too
","uh very fun but annoying sometimes i got some free things too",12,2.5,"Positive"
"Call of Duty: Modern Warfare II","Fuck u Activision. I hope this shit company dies. Fucking Ugly cunts banned me for no reason I never even played the game on pc or steam. I play the game on my ps5.

How did I even get banned fuck u Activision, fuck riccoshit.","fuck u activision i hope this shit company dies fucking ugly cunts banned me for no reason i never even played the game on pc or steam i play the game on my ps how did i even get banned fuck u activision fuck riccoshit",45,-3.55555555555556,"Negative"
"Call of Duty: Modern Warfare II","i don'T' reccomend



if your reading this!
you like bois :D
","i don't' reccomend if your reading this you like bois d",11,1.81818181818182,"Positive"
"Call of Duty: Modern Warfare II","Not much of hackers in this time.
Seems fun, and definetly funnier with your friends...","not much of hackers in this time seems fun and definetly funnier with your friends",15,5,"Positive"
"Call of Duty: Modern Warfare II","Why do they make it so damn hard to just get into the game","why do they make it so damn hard to just get into the game",14,-2.14285714285714,"Negative"
"Call of Duty: Modern Warfare II","1. drop in 2. get gun 3. die 4. drop back in 5. get gun 6. get sniped 7. leave game 8. uninstall game 9. cry about it on the internet 10. reinstall and repeat.","drop in get gun die drop back in get gun get sniped leave game uninstall game cry about it on the internet reinstall and repeat",25,-2.8,"Negative"
"Call of Duty: Modern Warfare II","i liked the conspet of the game very fun but very sweaty
","i liked the conspet of the game very fun but very sweaty",12,5,"Positive"
"Call of Duty: Modern Warfare II","i HATE this awful piece of media","i hate this awful piece of media",7,-5,"Negative"
